wth,wtxi,isolh,isolxi,muth,mutxi
0.000946061555724714,-0.599812650648042,0.000570816584213245,-0.498408380787979,0.00187592457119085,-0.379787146206585
0.00601538758839794,-0.581853766491156,0.00657035845564957,-0.479160146434741,0.0068320799266469,-0.366952085653983
0.0235062632111777,-0.56389488233427,0.0294112647220122,-0.459911912081503,0.0200024886210729,-0.35411702510138
0.05645200003939,-0.545935998177383,0.051200062545709,-0.440663677728265,0.0470769889055531,-0.341281964548778
0.0833203010262392,-0.527977114020497,0.0346624691310752,-0.421415443375026,0.0890690986776654,-0.328446903996175
0.0755784683439113,-0.510018229863611,0.00912681100038146,-0.402167209021788,0.135469198328578,-0.315611843443573
0.0421328756173273,-0.492059345706725,0.000989881604885907,-0.38291897466855,0.165637877522188,-0.302776782890971
0.0144351025974439,-0.474100461549839,0.00153973754760969,-0.363670740315311,0.162840843693053,-0.289941722338369
0.00303944582941645,-0.456141577392952,0.0162649188843388,-0.344422505962073,0.128898240569873,-0.277106661785766
0.000393318794149352,-0.438182693236066,0.0721945238380223,-0.325174271608835,0.0829963670449715,-0.264271601233164
3.12802884561908e-05,-0.42022380907918,0.139757423880076,-0.305926037255597,0.0467121727376411,-0.251436540680562
1.52887704063909e-06,-0.402264924922294,0.144463350840442,-0.286677802902358,0.0325997672015513,-0.238601480127959
4.59253633035486e-08,-0.384306040765407,0.160506164848621,-0.26742956854912,0.0441920604014735,-0.225766419575357
8.80806477608229e-10,-0.366347156608521,0.275617807340067,-0.248181334195882,0.0786775163260001,-0.212931359022755
2.56574365931049e-09,-0.348388272451635,0.33145677515054,-0.228933099842643,0.124702331115609,-0.200096298470152
1.2173436633424e-07,-0.330429388294749,0.222734808579689,-0.209684865489405,0.161991108909055,-0.18726123791755
3.56340382336469e-06,-0.312470504137863,0.169237361497145,-0.190436631136167,0.1729917273981,-0.174426177364948
6.41265867191518e-05,-0.294511619980976,0.319391348802139,-0.171188396782929,0.161075829318221,-0.161591116812345
0.000710001322133875,-0.27655273582409,0.751632232122486,-0.15194016242969,0.156392511308165,-0.148756056259743
0.00484867231430708,-0.258593851667204,1.36985101002932,-0.132691928076452,0.199820972657029,-0.135920995707141
0.0206008144562374,-0.240634967510318,1.89974916584987,-0.113443693723214,0.315398690250932,-0.123085935154538
0.0561097453113473,-0.222676083353431,2.54666258303463,-0.0941954593699755,0.491820417230862,-0.110250874601936
0.107856949004101,-0.204717199196545,3.57527715545587,-0.0749472250167372,0.691546086573055,-0.0974158140493336
0.182168207648472,-0.186758315039659,4.84363212631407,-0.0556989906634989,0.887078226427546,-0.0845807534967313
0.324898756095803,-0.168799430882773,5.85044426379521,-0.0364507563102607,1.09199770675258,-0.071745692944129
0.55719585596208,-0.150840546725887,6.05122965895565,-0.0172025219570224,1.35101080366475,-0.0589106323915267
0.814578991759549,-0.132881662569,5.7508439714833,0.00204571239621593,1.69920804380376,-0.0460755718389243
1.06940103011412,-0.114922778412114,4.94300247344776,0.0212939467494542,2.13979565363787,-0.033240511286322
1.48910413589339,-0.0969638942552279,3.64290825206128,0.0405421811026924,2.66807336205658,-0.0204054507337197
2.29689493216882,-0.0790050100983417,2.45506836311863,0.0597904154559307,3.31028612457016,-0.00757039018111733
3.42965347515469,-0.0610461259414554,1.80709352454608,0.079038649809169,4.10804276064016,0.00526467037148498
4.5048353580118,-0.0430872417845692,1.47160956122336,0.0982868841624072,5.02294973418616,0.0180997309240873
5.15726891390667,-0.0251283576276831,1.05373292050164,0.117535118515646,5.86357988880726,0.0309347914766896
5.3369595332688,-0.00716947347079677,0.606867962200975,0.136783352868884,6.37890388505711,0.043769852029292
5.25216020594334,0.0107894106860894,0.36749730247618,0.156031587222122,6.46619720647164,0.0566049125818943
5.05601987462401,0.0287482948429757,0.272722050485558,0.17527982157536,6.23982202779423,0.0694399731344966
4.70608943368891,0.0467071789998619,0.22472987585319,0.194528055928599,5.86010930711175,0.082275033687099
4.10080528838884,0.0646660631567481,0.195496121739525,0.213776290281837,5.3531054994237,0.0951100942397013
3.24835705441337,0.0826249473136343,0.115162156611547,0.233024524635075,4.65082327426993,0.107945154792304
2.33218124972098,0.100583831470521,0.0343871558001996,0.252272758988314,3.75689393683111,0.120780215344906
1.61872264558599,0.118542715627407,0.00468755231232463,0.271520993341552,2.80029234163835,0.133615275897508
1.19671635351958,0.136501599784293,0.000275469988924779,0.29076922769479,1.93865802261656,0.146450336450111
0.918550952602982,0.154460483941179,4.38570780096586e-05,0.310017462048028,1.25820981492004,0.159285397002713
0.664261180058924,0.172419368098065,0.000934466696039992,0.329265696401267,0.76456328386842,0.172120457555315
0.446516520385625,0.190378252254952,0.00912600181215811,0.348513930754505,0.427526142823378,0.184955518107918
0.276708013642545,0.208337136411838,0.0346624644896127,0.367762165107743,0.213939445973904,0.19779057866052
0.140914832239479,0.226296020568724,0.0512000625352733,0.387010399460982,0.093077098125823,0.210625639213122
0.0513077773648339,0.24425490472561,0.0294112647220031,0.40625863381422,0.0343762719837479,0.223460699765725
0.0122844442613801,0.262213788882497,0.00657035845564957,0.425506868167458,0.0105926325438392,0.236295760318327
0.00186215125540639,0.280172673039383,0.000570816584213245,0.444755102520696,0.00269120993049517,0.249130820870929
